car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Lexus RX 350 AWD,2010,890 Triệu,Nhập khẩu,SUV,"65,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2010-5583285
Toyota Corolla altis 1.8G AT,2015,450 Triệu,Lắp ráp trong nước,Sedan,"48,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2015-5638898
Mazda 3 1.5L Luxury,2022,599 Triệu,Lắp ráp trong nước,Sedan,"28,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5624896
Ford Ranger Wildtrak 2.0L 4x4 AT,2023,925 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"3,600 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-5635574
Kia Soluto 1.4 MT Deluxe,2020,285 Triệu,Lắp ráp trong nước,Sedan,"68,000 Km",Xăng  1.4 L,Số tay,https://bonbanh.com/xe-kia-soluto-1.4-mt-deluxe-2020-5577373
Kia Morning AT,2020,300 Triệu,Lắp ráp trong nước,Hatchback,"30,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-at-2020-5638895
Mazda 3 1.5 AT,2016,398 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2016-5638902
Ford Everest Sport 2.0L 4x2 AT,2021,885 Triệu,Nhập khẩu,SUV,"40,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2021-5620489
Kia Cerato 2.0 AT Premium,2021,555 Triệu,Lắp ráp trong nước,Sedan,"55,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-cerato-2.0-at-premium-2021-5573425
Chevrolet Cruze LTZ 1.8 AT,2016,290 Triệu,Lắp ráp trong nước,Sedan,"89,999 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8-at-2016-5538142
Toyota Camry 2.0Q,2022,1 Tỷ 69 Triệu,Nhập khẩu,Sedan,"52,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0q-2022-5613804
Toyota Vios 1.5G,2019,418 Triệu,Lắp ráp trong nước,Sedan,"79,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5638882
Mitsubishi Attrage 1.2 MT,2015,166 Triệu,Nhập khẩu,Sedan,"110,000 Km",Xăng  1.2 L,Số tay,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-2015-5635058
Nissan Maxima 3.0 AT,2007,288 Triệu,Nhập khẩu,Sedan,"120,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-nissan-maxima-3.0-at-2007-4651050
BMW X7 xDrive40i,2020,4 Tỷ 350 Triệu,Nhập khẩu,SUV,"18,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-bmw-x7-xdrive40i-2020-5574813
Mercedes Benz S class S450 4Matic Luxury,2022,4 Tỷ 939 Triệu,Nhập khẩu,Sedan,"1,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2022-4868722
Hyundai Tucson 2.0 ATH,2020,715 Triệu,Lắp ráp trong nước,Crossover,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5568790
Ford Fiesta S 1.0 AT Ecoboost,2018,385 Triệu,Lắp ráp trong nước,Hatchback,"48,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-ford-fiesta-s-1.0-at-ecoboost-2018-5571657
Hyundai Tucson 1.6 AT Turbo,2019,720 Triệu,Lắp ráp trong nước,Crossover,"58,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2019-5596506
Lexus RX 300,2020,2 Tỷ 750 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2020-5599759
Lexus ES 250,2017,1 Tỷ 320 Triệu,Nhập khẩu,Sedan,"70,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-lexus-es-250-2017-5204212
Lexus RX 350 AWD,2008,509 Triệu,Nhập khẩu,SUV,"105,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2008-5597199
Toyota Crown Royal Saloon 3.0 AT,1996,550 Triệu,Nhập khẩu,Sedan,"350,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-toyota-crown-royal-saloon-3.0-at-1996-5462773
Hyundai Accent 1.4 AT,2023,475 Triệu,Lắp ráp trong nước,Sedan,"20,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2023-5616636
Hyundai SantaFe Cao cấp 2.2L HTRAC,2022,1 Tỷ 150 Triệu,Lắp ráp trong nước,SUV,"22,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5599282
Mitsubishi Zinger GLS 2.4 MT,2008,148 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.4 L,Số tay,https://bonbanh.com/xe-mitsubishi-zinger-gls-2.4-mt-2008-5482146
Mazda CX5 Premium 2.0 AT,2021,782 Triệu,Lắp ráp trong nước,SUV,"30,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-5603422
Mercedes Benz C class C300 AMG,2023,1 Tỷ 950 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2023-5470792
Mercedes Benz E class E250,2017,976 Triệu,Lắp ráp trong nước,Sedan,"89,980 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2017-5585252
Lexus RX 350,2010,855 Triệu,Nhập khẩu,SUV,"95,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2010-5597780
Mercedes Benz C class C300 AMG,2017,879 Triệu,Lắp ráp trong nước,Sedan,"68,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-5582663
Lexus RX 300,2021,2 Tỷ 848 Triệu,Nhập khẩu,SUV,"41,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5582716
Mercedes Benz C class C300 AMG,2017,899 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-5581340
Toyota Land Cruiser GX 4.5,2002,298 Triệu,Lắp ráp trong nước,SUV,"275,000 Km",Xăng  4.5 L,Số tay,https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2002-5624723
Mercedes Benz E class E300 AMG,2017,1 Tỷ 299 Triệu,Lắp ráp trong nước,Sedan,"40,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2017-5565476
VinFast Fadil 1.4 AT,2020,319 Triệu,Lắp ráp trong nước,Hatchback,"30,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5554466
Hyundai Accent 1.4 AT,2019,399 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2019-5616631
Toyota Innova 2.0V,2016,548 Triệu,Lắp ráp trong nước,Crossover,"126,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-2.0v-2016-5638849
Mitsubishi Xpander 1.5 AT,2019,490 Triệu,Nhập khẩu,SUV,"32,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-5628586
Kia Forte SX 1.6 MT,2013,258 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  1.6 L,Số tay,https://bonbanh.com/xe-kia-forte-sx-1.6-mt-2013-5607839
Mercedes Benz S class S450 4Matic Luxury,2024,5 Tỷ 888 Triệu,Nhập khẩu,Sedan,10 Km,Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2024-5608811
Audi A4 40 TFSI Advanced,2022,1 Tỷ 435 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-a4-40-tfsi-advanced-2022-5583794
Hyundai i10 Grand 1.2 AT,2018,319 Triệu,Nhập khẩu,Hatchback,"50,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2018-5615538
Mazda CX5 2.0 Premium,2020,770 Triệu,Lắp ráp trong nước,SUV,"79,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5556729
Hyundai Accent 1.4 AT Đặc Biệt,2022,475 Triệu,Lắp ráp trong nước,Sedan,"20,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5562014
Mitsubishi Xpander Cross 1.5 AT,2022,639 Triệu,Nhập khẩu,SUV,"20,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2022-5620051
Kia Carnival Signature 3.5G,2023,1 Tỷ 399 Triệu,Lắp ráp trong nước,Van/Minivan,0 Km,Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2023-5530559
BMW i8 1.5L Hybrid,2015,3 Tỷ 99 Triệu,Nhập khẩu,Coupe,"50,000 Km",Hybrid  1.5 L,Số tự động,https://bonbanh.com/xe-bmw-i8-1.5l-hybrid-2015-5514017
Mercedes Benz E class E200 Exclusive,2024,2 Tỷ 222 Triệu,Lắp ráp trong nước,Sedan,"1,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2024-5608813
Toyota Corolla Cross 1.8V,2020,739 Triệu,Nhập khẩu,SUV,"26,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2020-5372565
Mercedes Benz S class S450L,2017,2 Tỷ 99 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2017-5594114
Kia Sonet Luxury 1.5 AT,2022,540 Triệu,Lắp ráp trong nước,Crossover,"30,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-kia-sonet-luxury-1.5-at-2022-5629511
Mazda 3 1.5 AT,2017,435 Triệu,Lắp ráp trong nước,Hatchback,"50,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2017-5638829
Mercedes Benz CLA class CLA 250 4Matic,2014,599 Triệu,Nhập khẩu,Sedan,"69,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-250-4matic-2014-5624912
Mazda CX5 Luxury 2.0 AT,2021,725 Triệu,Lắp ráp trong nước,SUV,"48,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2021-5555644
Toyota Vios G 1.5 CVT,2022,479 Triệu,Lắp ráp trong nước,Sedan,"20,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5560810
Mazda CX5 Signature Premium 2.5 AT AWD,I,"Activ 
						2023",Lắp ráp trong nước,SUV,"5,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-signature-premium-2.5-at-awd-i-activ-2023-5598446
Mercedes Benz C class C200 Avantgarde Plus,2022,1 Tỷ 660 Triệu,Lắp ráp trong nước,Sedan,15 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5591039
Hyundai Elantra 2.0 AT,2019,505 Triệu,Lắp ráp trong nước,Sedan,"65,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2019-5638833
Toyota Fortuner 2.7V 4x4 AT,2010,330 Triệu,Lắp ráp trong nước,SUV,"130,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2010-5572156
Mercedes Benz C class C300 AMG,2019,1 Tỷ 99 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5536719
Ford Focus 1.8 AT,2010,235 Triệu,Lắp ráp trong nước,Hatchback,"129,228 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-ford-focus-1.8-at-2010-5635663
Hyundai i10 Grand 1.2 AT,2020,318 Triệu,Lắp ráp trong nước,Sedan,"48,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2020-5638816
Ford Everest Titanium 2.0L 4x2 AT,2019,815 Triệu,Nhập khẩu,SUV,"84,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-5617330
Ford Ranger Raptor 2.0L 4x4 AT,2023,1 Tỷ 250 Triệu,Nhập khẩu,Bán tải / Pickup,"13,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2023-5580340
Ford Territory Titanium X 1.5 AT,2023,879 Triệu,Lắp ráp trong nước,SUV,"34,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5523662
Toyota Land Cruiser II 2.4 MT,1991,780 Triệu,Nhập khẩu,SUV,0 Km,Xăng  2.4 L,Số tay,https://bonbanh.com/xe-toyota-land_cruiser-ii-2.4-mt-1991-5524597
Toyota Innova 2.0E,2015,335 Triệu,Lắp ráp trong nước,Crossover,"96,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2015-5638809
Toyota Corolla Cross 1.8V,2022,809 Triệu,Nhập khẩu,SUV,"9,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5638820
Luxgen U7 2.2T,2011,235 Triệu,Nhập khẩu,SUV,0 Km,Xăng  2.2 L,Số tự động,https://bonbanh.com/xe-luxgen-u7-2.2t-2011-5614867
Mercedes Benz E class E300 AMG,2021,1 Tỷ 999 Triệu,Lắp ráp trong nước,Sedan,"26,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5616719
VinFast VF e34 AT,2022,500 Triệu,Lắp ráp trong nước,Crossover,"12,000 Km",Điện  0.1 L,Số tự động,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-5623812
Mercedes Benz GLC 300 4Matic,2018,1 Tỷ 169 Triệu,Lắp ráp trong nước,SUV,"45,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-5520730
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 690 Triệu,Lắp ráp trong nước,SUV,"13,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5571920
Toyota Fortuner 2.7V 4x2 AT,2014,450 Triệu,Lắp ráp trong nước,SUV,"105,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2014-5631979
Mercedes Benz GL 350 BlueTec 4Matic,2009,680 Triệu,Nhập khẩu,SUV,0 Km,Dầu  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gl-350-bluetec-4matic-2009-5610375
Ford Ranger Wildtrak 2.0L 4x4 AT,2023,895 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"20,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-5625270
Toyota Innova 2.0E,2017,370 Triệu,Lắp ráp trong nước,Crossover,0 Km,Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5555305
Mercedes Benz E class E240,2004,165 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.6 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e240-2004-5561992
Toyota Land Cruiser 4.6 V8,2020,4 Tỷ 100 Triệu,Nhập khẩu,SUV,0 Km,Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-4.6-v8-2020-5613101
Mercedes Benz E class E250,2013,599 Triệu,Lắp ráp trong nước,Sedan,"100,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2013-5627098
Mercedes Benz GLC 300 4Matic,2017,1 Tỷ 60 Triệu,Lắp ráp trong nước,SUV,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5610111
Kia Rio 1.4 AT,2014,325 Triệu,Nhập khẩu,Hatchback,"98,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-kia-rio-1.4-at-2014-5633285
VinFast Fadil 1.4 AT Plus,2020,323 Triệu,Lắp ráp trong nước,Hatchback,"31,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-plus-2020-5576766
BMW 5 Series 520i,2018,1 Tỷ 90 Triệu,Nhập khẩu,Sedan,"46,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2018-5319832
Kia Morning AT,2020,292 Triệu,Lắp ráp trong nước,Hatchback,"46,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-at-2020-5638799
Ford Ranger XLS 2.2L 4x2 AT,2022,576 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"69,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2022-5624946
Toyota Veloz Cross Top 1.5 CVT,2022,630 Triệu,Nhập khẩu,SUV,"40,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-5636218
Mercedes Benz G class G63 AMG,2021,10 Tỷ 350 Triệu,Nhập khẩu,SUV,"17,700 Km",Xăng  4.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-5586701
Mazda CX5 2.5 AT 2WD,2018,655 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5542544
Jaguar XJ series XJL 3.0 Portfolio,2015,1 Tỷ 968 Triệu,Nhập khẩu,Sedan,"5,556 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-jaguar-xj_series-xjl-3.0-portfolio-2015-5033447
VinFast Lux SA 2.0 Premium 2.0 AT,2021,815 Triệu,Lắp ráp trong nước,SUV,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-5623485
LandRover Range Rover SVAutobiography LWB 5.0 V8,2019,9 Tỷ 350 Triệu,Nhập khẩu,SUV,"30,000 Km",Xăng  5.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-5.0-v8-2019-5633435
Toyota Veloz Cross 1.5 CVT,2022,598 Triệu,Nhập khẩu,SUV,"9,800 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5638806
Mercedes Benz EQS 500 4Matic,2024,4 Tỷ 779 Triệu,Nhập khẩu,SUV,"4,000 Km",Điện  1.1 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-eqs-500-4matic-2024-5612554
Toyota Vios 1.5E MT,2019,369 Triệu,Lắp ráp trong nước,Sedan,"39,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5608063
Mercedes Benz GLC 200 4Matic,2023,2 Tỷ 250 Triệu,Lắp ráp trong nước,SUV,"3,500 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5600439
Bentley Flying Spur V8,2021,15 Tỷ,Nhập khẩu,Sedan,"10,000 Km",Xăng  4.0 L,Số tự động,https://bonbanh.com/xe-bentley-flying_spur-v8-2021-5076454
Toyota Hilux 2.8L 4x4 AT,2020,795 Triệu,Nhập khẩu,Bán tải / Pickup,"100,000 Km",Dầu  2.8 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2020-5611415
Peugeot 2008 GT Line 1.2 AT,2022,698 Triệu,Lắp ráp trong nước,Crossover,"30,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2022-5612118
Kia Morning Si AT,2018,300 Triệu,Lắp ráp trong nước,Hatchback,"10,800 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-si-at-2018-5636888
Toyota Fortuner 2.7V 4x2 AT,2018,745 Triệu,Nhập khẩu,SUV,"35,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2018-5618563
Mercedes Benz GLK Class GLK220 CDI 4Matic,2014,690 Triệu,Lắp ráp trong nước,SUV,"110,000 Km",Dầu  2.1 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glk_class-glk220-cdi-4matic-2014-5529512
Hyundai i10 Grand 1.2 MT,2018,255 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.25 L,Số tay,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2018-5290648
Mercedes Benz S class S450L,2019,2 Tỷ 400 Triệu,Lắp ráp trong nước,Sedan,"30,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2019-5638794
Toyota Corolla altis 1.8E AT,2017,499 Triệu,Lắp ráp trong nước,Sedan,"59,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8e-at-2017-5630456
Mercedes Benz C class C300 AMG,2021,1 Tỷ 798 Triệu,Nhập khẩu,Sedan,"8,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2021-5638798
Mazda 6 Premium 2.0 AT,2022,760 Triệu,Lắp ráp trong nước,Sedan,"12,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-6-premium-2.0-at-2022-5638782
Honda CRV 2.4 AT,2014,495 Triệu,Lắp ráp trong nước,SUV,"90,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-honda-crv-2.4-at-2014-5610621
Lexus LX 570 Super Sport,2016,4 Tỷ 950 Triệu,Nhập khẩu,SUV,"75,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-super-sport-2016-5636922
BMW 5 Series 530i M Sport,2022,2 Tỷ 499 Triệu,Nhập khẩu,Sedan,"9,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-530i-m-sport-2022-5278518
Volvo S90 Inscription T6 AWD,2021,1 Tỷ 539 Triệu,Nhập khẩu,Sedan,"34,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-s90-inscription-t6-awd-2021-4948114
Maybach 57 S 6.0 V12,2005,5 Tỷ 899 Triệu,Nhập khẩu,Sedan,"36,800 Km",Xăng  6.0 L,Số tự động,https://bonbanh.com/xe-maybach-57-s-6.0-v12-2005-5539797
Toyota Corolla Cross 1.8HV,2022,839 Triệu,Nhập khẩu,SUV,"19,000 Km",Hybrid  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2022-5528307
Porsche Panamera 3.6 V6,2015,1 Tỷ 580 Triệu,Nhập khẩu,Sedan,"72,000 Km",Xăng  3.6 L,Số tự động,https://bonbanh.com/xe-porsche-panamera-3.6-v6-2015-5434178
Lexus RX 350 AWD,2009,769 Triệu,Nhập khẩu,SUV,"77,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2009-5515288
Peugeot 5008 GT 1.6 AT,2022,990 Triệu,Lắp ráp trong nước,SUV,"15,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-5008-gt-1.6-at-2022-5504495
Mitsubishi Grandis 2.4 AT,2011,430 Triệu,Lắp ráp trong nước,Crossover,0 Km,Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-mitsubishi-grandis-2.4-at-2011-5559950
Hyundai Accent 1.4 AT,2020,425 Triệu,Lắp ráp trong nước,Sedan,"35,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2020-5636758
Volkswagen Jetta 1.4 AT,2016,489 Triệu,Nhập khẩu,Sedan,"48,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-volkswagen-jetta-1.4-at-2016-5600765
Toyota Innova 2.0E,2016,385 Triệu,Lắp ráp trong nước,Crossover,"98,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5638779
Mercedes Benz E class E300 AMG,2020,1 Tỷ 755 Triệu,Lắp ráp trong nước,Sedan,"62,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2020-5447748
Toyota Corolla Cross 1.8V,2020,745 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2020-5579336
Hyundai i10 Grand 1.2 AT,2021,385 Triệu,Lắp ráp trong nước,Hatchback,"6,400 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2021-5607351
Hyundai Elantra 1.6 AT,2021,545 Triệu,Lắp ráp trong nước,Sedan,"30,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2021-5634308
