car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Volvo XC90 Inscription B6 AWD,2022,3 Tỷ 450 Triệu,Nhập khẩu,SUV,"11,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-xc90-inscription-b6-awd-2022-5569716
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1 Tỷ 380 Triệu,Nhập khẩu,SUV,"58,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5553090
Kia Morning Van 1.0 AT,2014,188 Triệu,Nhập khẩu,Van/Minivan,"80,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-kia-morning-van-1.0-at-2014-5579519
Toyota Fortuner 2.7V 4x2 AT,2019,825 Triệu,Nhập khẩu,SUV,"44,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2019-5620811
Toyota Land Cruiser VX 4.6 V8,2013,1 Tỷ 799 Triệu,Nhập khẩu,SUV,"170,000 Km",Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2013-5579202
Toyota Prado VX 2.7L,2021,2 Tỷ 625 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5580628
Kia Morning,X,"Line 
						2022",Lắp ráp trong nước,Hatchback,"17,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-x-line-2022-5639348
LandRover Range Rover Autobiography 5.0,2009,988 Triệu,Nhập khẩu,SUV,"79,893 Km",Xăng  5.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover-autobiography-5.0-2009-5128251
BMW X5 xDrive35i,2016,1 Tỷ 350 Triệu,Nhập khẩu,SUV,12 Km,Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-bmw-x5-xdrive35i-2016-5633565
Mazda CX5 2.5 AT 2WD,2018,650 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5490762
Mitsubishi Triton GL 4x4 MT,2014,275 Triệu,Nhập khẩu,Bán tải / Pickup,"140,000 Km",Xăng  2.4 L,Số tay,https://bonbanh.com/xe-mitsubishi-triton-gl-4x4-mt-2014-5575518
Kia Sedona 2.2 DAT Luxury,2019,865 Triệu,Lắp ráp trong nước,Van/Minivan,"60,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2019-5607854
Toyota Rush 1.5S AT,2020,520 Triệu,Nhập khẩu,SUV,"95,827 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-rush-1.5s-at-2020-5623711
Mercedes Benz E class E300 AMG,2023,2 Tỷ 599 Triệu,Lắp ráp trong nước,Sedan,20 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2023-4943295
Toyota Yaris 1.3 AT,2008,225 Triệu,Nhập khẩu,Hatchback,"112,000 Km",Xăng  1.3 L,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.3-at-2008-5607536
Chevrolet Cruze LTZ 1.8L,2017,309 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8l-2017-5639359
Lexus RX 300,2021,2 Tỷ 930 Triệu,Nhập khẩu,SUV,"32,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5596627
Ford Ranger XLS 2.2L 4x2 AT,2019,520 Triệu,Nhập khẩu,Bán tải / Pickup,"81,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-5582037
Lexus RX 350 AWD,2010,795 Triệu,Nhập khẩu,SUV,0 Km,Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2010-5559524
Toyota Vios E 1.5 MT,2022,388 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2022-5639338
Porsche Cayenne S,2018,4 Tỷ 398 Triệu,Nhập khẩu,SUV,"33,000 Km",Xăng  2.9 L,Số tự động,https://bonbanh.com/xe-porsche-cayenne-s-2018-5608646
Volkswagen Viloran Luxury,2024,2 Tỷ 360 Triệu,Nhập khẩu,Van/Minivan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volkswagen-viloran-luxury-2024-5629188
Toyota Land Cruiser VXR 3.5 V6,2021,6 Tỷ 300 Triệu,Nhập khẩu,SUV,"118,000 Km",Xăng  3.4 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vxr-3.5-v6-2021-5613328
Hyundai SantaFe 2.4L 4WD,2015,566 Triệu,Lắp ráp trong nước,SUV,"79,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2015-5482519
Lexus RX 300,2020,2 Tỷ 639 Triệu,Nhập khẩu,SUV,"69,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2020-5540442
Toyota Prado VX 2.7L,2020,2 Tỷ 150 Triệu,Nhập khẩu,SUV,"35,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2020-5457420
Mercedes Benz GLC 200 4Matic,2020,1 Tỷ 430 Triệu,Lắp ráp trong nước,SUV,"64,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2020-5629529
Porsche Macan 2.0,2015,1 Tỷ 499 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2015-4892316
Volkswagen Touareg 3.6 AT,2016,1 Tỷ 120 Triệu,Nhập khẩu,SUV,"72,000 Km",Xăng  3.6 L,Số tự động,https://bonbanh.com/xe-volkswagen-touareg-3.6-at-2016-5558581
Nissan Juke 1.6 AT,2015,468 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-nissan-juke-1.6-at-2015-5611886
Ford Everest Titanium 2.0L 4x2 AT,2021,990 Triệu,Nhập khẩu,SUV,"26,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5540035
Hyundai SantaFe 2.2L 4WD,2017,729 Triệu,Lắp ráp trong nước,SUV,"87,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2017-5627619
Toyota Hilux 2.4E 4x2 AT,2019,585 Triệu,Nhập khẩu,Bán tải / Pickup,"50,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2019-5639358
VinFast Lux A 2.0 Plus 2.0 AT,2021,625 Triệu,Lắp ráp trong nước,Sedan,"56,789 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-5583349
Honda HRV L,2018,559 Triệu,Nhập khẩu,Crossover,"46,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-honda-hrv-l-2018-5638854
Suzuki Vitara 1.6 AT,2016,438 Triệu,Nhập khẩu,SUV,"90,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-suzuki-vitara-1.6-at-2016-5629158
Ford Everest Titanium Plus 2.0L 4x4 AT,2023,1 Tỷ 450 Triệu,Nhập khẩu,SUV,"7,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-5635861
Toyota Camry 2.5Q,2019,865 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5622938
Hyundai Elantra 2.0 AT Cao cấp,2022,650 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-elantra-2.0-at-cao-cap-2022-5610721
Mazda 3 1.5 AT,2018,468 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5635918
Cadillac SRX 3.0 V6,2011,550 Triệu,Nhập khẩu,Crossover,"120,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-cadillac-srx-3.0-v6-2011-5616354
Ford Ranger XLS 2.0L 4x2 AT,2023,650 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"35,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5635169
Mazda 3 1.5L Luxury,2022,595 Triệu,Lắp ráp trong nước,Sedan,"20,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5592452
Nissan Terra V 2.5 AT 4WD,2019,760 Triệu,Nhập khẩu,SUV,"54,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-nissan-terra-v-2.5-at-4wd-2019-5632389
Kia Sorento Signature 2.2 AT AWD,2021,985 Triệu,Lắp ráp trong nước,SUV,0 Km,Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2021-5566036
Mercedes Benz C class C300 AMG,2022,1 Tỷ 850 Triệu,Lắp ráp trong nước,Sedan,"17,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5633119
Toyota Fortuner 2.7V 4x4 AT,2009,310 Triệu,Lắp ráp trong nước,SUV,"122,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2009-5588365
Mercedes Benz Maybach S680 4Matic,2022,14 Tỷ 600 Triệu,Nhập khẩu,Sedan,"5,000 Km",Xăng  6.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-maybach-s680-4matic-2022-5563514
Toyota Vios E 1.5 MT,2021,380 Triệu,Lắp ráp trong nước,Sedan,"70,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-5639357
Lexus GX 470,2007,735 Triệu,Nhập khẩu,SUV,0 Km,Xăng  4.7 L,Số tự động,https://bonbanh.com/xe-lexus-gx-470-2007-5624785
Porsche Cayenne 3.0 V6,2019,3 Tỷ 800 Triệu,Nhập khẩu,SUV,"40,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-porsche-cayenne-3.0-v6-2019-5639355
Mazda CX5 Luxury 2.0 AT,2021,735 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2021-5620695
Honda CRV L,2018,775 Triệu,Nhập khẩu,SUV,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-crv-l-2018-5577963
Lexus ES 250,2022,2 Tỷ 380 Triệu,Nhập khẩu,Sedan,"30,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-lexus-es-250-2022-5534535
Kia Sedona 3.3 GAT Premium,2020,868 Triệu,Lắp ráp trong nước,Van/Minivan,"60,000 Km",Xăng  3.3 L,Số tự động,https://bonbanh.com/xe-kia-sedona-3.3-gat-premium-2020-5573688
Toyota Wigo 1.2 AT,2021,370 Triệu,Nhập khẩu,Hatchback,"28,100 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-5635543
Toyota Corolla Cross 1.8G,2022,695 Triệu,Nhập khẩu,SUV,"34,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5604148
Kia Sorento Signature 2.2 AT AWD,2022,1 Tỷ 50 Triệu,Lắp ráp trong nước,SUV,0 Km,Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2022-5601914
Ford F350 Super Duty Lariat Crew Cab 6.7L 4x4 AT,2017,4 Tỷ 780 Triệu,Nhập khẩu,Bán tải / Pickup,"9,932 Km",Dầu  6.7 L,Số tự động,https://bonbanh.com/xe-ford-f350-super-duty-lariat-crew-cab-6.7l-4x4-at-2017-5562259
Suzuki Super Carry Van Blind Van,2022,230 Triệu,Lắp ráp trong nước,Van/Minivan,"30,000 Km",Xăng  1.0 L,Số tay,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2022-5638635
Toyota Corolla Cross 1.8HV,2021,815 Triệu,Nhập khẩu,SUV,0 Km,Hybrid  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2021-5555469
Mazda CX8 Premium,2021,875 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx8-premium-2021-5591272
Toyota Rush 1.5S AT,2021,568 Triệu,Nhập khẩu,SUV,"27,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-rush-1.5s-at-2021-5627851
Honda Odyssey 2.4 AT,2016,886 Triệu,Nhập khẩu,Van/Minivan,0 Km,Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-honda-odyssey-2.4-at-2016-5603506
Zotye T300 1.5 CVT,2018,310 Triệu,Nhập khẩu,SUV,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-zotye-t300-1.5-cvt-2018-5629556
Porsche Macan S,2021,3 Tỷ 950 Triệu,Nhập khẩu,SUV,"5,555 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-porsche-macan-s-2021-5625208
Mazda CX5 2.5 AT 2WD,2017,598 Triệu,Lắp ráp trong nước,SUV,"30,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-5564972
Kia K5 Luxury 2.0 AT,2022,750 Triệu,Lắp ráp trong nước,Sedan,"31,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-k5-luxury-2.0-at-2022-5639353
Kia Sedona Platinum D,2018,785 Triệu,Lắp ráp trong nước,Van/Minivan,0 Km,Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-platinum-d-2018-5577574
Mazda 6 2.0 AT,2014,425 Triệu,Lắp ráp trong nước,Sedan,"72,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-6-2.0-at-2014-5570450
Honda City RS 1.5 AT,2022,540 Triệu,Lắp ráp trong nước,Sedan,"36,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5599563
Mercedes Benz GLC 200 4Matic,2022,1 Tỷ 686 Triệu,Lắp ráp trong nước,SUV,"40,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5629160
Audi Q7 2.0 AT,2017,1 Tỷ 390 Triệu,Nhập khẩu,SUV,"120,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-q7-2.0-at-2017-5473513
Peugeot 3008 Allure 1.6 AT,2021,755 Triệu,Lắp ráp trong nước,Crossover,"44,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-3008-allure-1.6-at-2021-5622081
Hyundai Accent 1.4 MT,2014,268 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  1.4 L,Số tay,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2014-5639330
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 679 Triệu,Lắp ráp trong nước,SUV,"33,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5630984
Peugeot Traveller Luxury,2019,980 Triệu,Lắp ráp trong nước,Van/Minivan,"35,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-peugeot-traveller-luxury-2019-5629796
Hyundai SantaFe 2.4L HTRAC,2019,770 Triệu,Lắp ráp trong nước,SUV,"73,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-htrac-2019-5639336
Mitsubishi Outlander Premium 2.0 CVT,2021,738 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-premium-2.0-cvt-2021-5617127
Mercedes Benz E class E300 AMG,2021,2 Tỷ 139 Triệu,Lắp ráp trong nước,Sedan,"21,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5631400
Toyota Vios G 1.5 CVT,2022,520 Triệu,Lắp ráp trong nước,Sedan,"41,500 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5594892
Peugeot 208 1.6 AT,2013,368 Triệu,Nhập khẩu,Hatchback,"50,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-208-1.6-at-2013-5467056
BMW 5 Series 520i,2016,765 Triệu,Nhập khẩu,Sedan,"149,637 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2016-5566985
Toyota Innova 2.0G,2015,440 Triệu,Lắp ráp trong nước,Crossover,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-2.0g-2015-5564447
Porsche Macan 2.0,2016,1 Tỷ 680 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2016-5412596
Rolls Royce Ghost 6.6 V12,2011,5 Tỷ 678 Triệu,Nhập khẩu,Sedan,"45,000 Km",Xăng  6.6 L,Số tự động,https://bonbanh.com/xe-rolls_royce-ghost-6.6-v12-2011-5508811
Toyota Camry 2.5Q,2019,885 Triệu,Nhập khẩu,Sedan,"90,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5566742
Honda City 1.5 AT,2015,348 Triệu,Lắp ráp trong nước,Sedan,"100,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-1.5-at-2015-5639329
Isuzu,MU,"X 
						1.9 4X2 MT 
						2019",Nhập khẩu,SUV,"90,000 Km",Dầu  1.9 L,Số tay,https://bonbanh.com/xe-isuzu-mu-x-1.9-4x2-mt-2019-5618474
Mercedes Benz Maybach S450 4Matic,2022,7 Tỷ 550 Triệu,Nhập khẩu,Sedan,"4,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2022-5623389
Toyota Hilux 2.4L 4x2 AT,2021,655 Triệu,Nhập khẩu,Bán tải / Pickup,"80,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5639343
Toyota Innova 2.0V,2018,640 Triệu,Lắp ráp trong nước,Crossover,"85,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-2.0v-2018-5637391
Toyota Innova 2.0E,2018,520 Triệu,Lắp ráp trong nước,Crossover,"76,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5625802
Toyota Innova E 2.0 MT,2023,720 Triệu,Lắp ráp trong nước,Crossover,"17,529 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2023-5637383
Honda CRV L,2021,929 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-crv-l-2021-5627903
Hyundai i10 Grand 1.2 AT,2019,340 Triệu,Lắp ráp trong nước,Hatchback,"60,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2019-5610486
Toyota Vios 1.5E CVT,2020,413 Triệu,Lắp ráp trong nước,Sedan,"68,003 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2020-5627015
Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,2019,739 Triệu,Nhập khẩu,SUV,"60,000 Km",Dầu  2.5 L,Số tự động,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2019-5639317
Mitsubishi Outlander 2.0 CVT,2019,610 Triệu,Lắp ráp trong nước,SUV,"94,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2019-5610034
Toyota Prado VX 2.7L,2019,1 Tỷ 990 Triệu,Nhập khẩu,SUV,0 Km,Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5597542
Toyota Innova 2.0E,2016,468 Triệu,Lắp ráp trong nước,Crossover,"11,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5577589
Porsche Macan 2.0,2016,1 Tỷ 780 Triệu,Nhập khẩu,SUV,"37,007 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2016-5582244
Toyota Vios 1.5E MT,2019,343 Triệu,Lắp ráp trong nước,Sedan,"75,003 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5617758
Suzuki XL7 1.5 AT,2020,457 Triệu,Nhập khẩu,SUV,"60,003 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2020-5633605
Hyundai SantaFe 2.4L HTRAC,2019,779 Triệu,Lắp ráp trong nước,SUV,"55,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-htrac-2019-5595068
Lexus RX 350 AWD,2011,920 Triệu,Nhập khẩu,SUV,"70,390 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2011-4693595
Audi Q5 45 TFSI Quattro,2021,2 Tỷ 50 Triệu,Nhập khẩu,SUV,"27,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-q5-45-tfsi-quattro-2021-5543479
Toyota Prado VX 2.7L,2021,2 Tỷ 350 Triệu,Nhập khẩu,SUV,"43,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-5539434
Toyota Vios G 1.5 CVT,2022,509 Triệu,Lắp ráp trong nước,Sedan,"40,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5603528
Toyota Vios 1.5G,2019,438 Triệu,Lắp ráp trong nước,Sedan,"65,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5563483
Kia Sedona 2.2 DAT Signature,2021,945 Triệu,Lắp ráp trong nước,Van/Minivan,"56,789 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-signature-2021-5475748
Kia Sedona 2.2 DAT Luxury,2020,895 Triệu,Lắp ráp trong nước,Van/Minivan,"80,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5637286
Toyota Vios E CVT,2023,490 Triệu,Lắp ráp trong nước,Sedan,"9,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2023-5639304
Audi Q3 2.0 Quattro,2012,459 Triệu,Nhập khẩu,Crossover,"97,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-q3-2.0-quattro-2012-5578385
Honda City 1.5TOP,2019,435 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-1.5top-2019-5639339
Mitsubishi Grandis 2.4 AT,2005,205 Triệu,Lắp ráp trong nước,Crossover,"12,345 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-mitsubishi-grandis-2.4-at-2005-5639302
Hyundai Elantra 2.0 AT Cao cấp,2022,640 Triệu,Lắp ráp trong nước,Sedan,"20,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-elantra-2.0-at-cao-cap-2022-5602034
Mitsubishi Xpander 1.5 MT,2023,550 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2023-5603762
Porsche Macan 2.0,2015,1 Tỷ 550 Triệu,Nhập khẩu,SUV,"75,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2015-5639321
Kia K3 2.0 AT,2014,339 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-k3-2.0-at-2014-5623351
Toyota Innova G,2010,209 Triệu,Lắp ráp trong nước,Crossover,"90,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-g-2010-5628810
Kia Morning Si AT,2016,269 Triệu,Lắp ráp trong nước,Hatchback,"70,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-si-at-2016-5618938
Toyota Land Cruiser 5.7 V8,2015,3 Tỷ 200 Triệu,Nhập khẩu,SUV,"80,450 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-5.7-v8-2015-5538186
Ford Ranger XLS 2.2L 4x2 MT,2020,520 Triệu,Nhập khẩu,Bán tải / Pickup,"72,000 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2020-5628880
Nissan Navara EL,A,"IVI 2.5 AT 2WD 
						2020",Nhập khẩu,Bán tải / Pickup,"45,000 Km",Dầu  2.5 L,Số tự động,https://bonbanh.com/xe-nissan-navara-el-a-ivi-2.5-at-2wd-2020-5611782
Mitsubishi Xpander 1.5 MT,2019,435 Triệu,Nhập khẩu,SUV,"90,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2019-5639316
Kia Cerato 1.6 AT,2018,450 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-cerato-1.6-at-2018-5484870
Kia Forte SX 1.6 AT,2013,348 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-forte-sx-1.6-at-2013-5570560
Lexus RX 350,2017,2 Tỷ 430 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2017-5516044
Peugeot 3008 AL,2021,860 Triệu,Lắp ráp trong nước,Crossover,"23,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-3008-al-2021-5623313
Mazda CX5 Premium 2.0 AT,2022,815 Triệu,Lắp ráp trong nước,SUV,"46,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-5609240
Kia Carnival Premium 2.2D 7S,2023,1 Tỷ 299 Triệu,Lắp ráp trong nước,Van/Minivan,"23,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-carnival-premium-2.2d-7s-2023-5588578
Toyota Innova J,2008,118 Triệu,Lắp ráp trong nước,Crossover,"220,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-j-2008-5622661
