car_name,year,price,assemble_place,series,km,engine_type,transmission,url,brand,model
Kia Cerato 1.6 AT,2018,438000000.0,Lắp ráp trong nước,Sedan,58000,Xăng,Số tự động,https://bonbanh.com/xe-kia-cerato-1.6-at-2018-5579732,Kia,Cerato 1.6 AT
Toyota Corolla altis 1.8V,2023,750000000.0,Nhập khẩu,Sedan,21500,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-5590584,Toyota,Corolla altis 1.8V
Toyota Corolla Cross 1.8V,2022,810000000.0,Nhập khẩu,SUV,21000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5574507,Toyota,Corolla Cross 1.8V
Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,719000000.0,Lắp ráp trong nước,Crossover,55000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5566421,Hyundai,Tucson 2.0 AT Tiêu chuẩn
Honda CRV L,2021,895000000.0,Lắp ráp trong nước,SUV,47000,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-l-2021-5582221,Honda,CRV L
Toyota Camry 2.5Q,2020,950000000.0,Nhập khẩu,Sedan,66000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5623785,Toyota,Camry 2.5Q
Hyundai SantaFe Gold 2.0 AT,2005,168000000.0,Nhập khẩu,SUV,140000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-gold-2.0-at-2005-5625886,Hyundai,SantaFe Gold 2.0 AT
Hyundai SantaFe SLX,2009,398000000.0,Nhập khẩu,SUV,150000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-slx-2009-5632105,Hyundai,SantaFe SLX
Kia Sonet Deluxe 1.5 AT,2021,485000000.0,Lắp ráp trong nước,Crossover,28000,Xăng,Số tự động,https://bonbanh.com/xe-kia-sonet-deluxe-1.5-at-2021-5639372,Kia,Sonet Deluxe 1.5 AT
Hyundai Tucson 1.6 AT Turbo Đặc biệt,2021,775000000.0,Lắp ráp trong nước,Crossover,30000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5630393,Hyundai,Tucson 1.6 AT Turbo Đặc biệt
Ford Everest Titanium 2.0L 4x4 AT,2018,870000000.0,Nhập khẩu,SUV,47000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2018-5578006,Ford,Everest Titanium 2.0L 4x4 AT
Toyota Vios E CVT,2022,475000000.0,Lắp ráp trong nước,Sedan,31000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5618546,Toyota,Vios E CVT
Mercedes Benz GLC 200 4Matic,2021,1650000000.0,Lắp ráp trong nước,SUV,21000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5638371,Mercedes,Benz GLC 200 4Matic
Hyundai Kona 1.6 Turbo,2021,568000000.0,Lắp ráp trong nước,Crossover,50000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-kona-1.6-turbo-2021-5627450,Hyundai,Kona 1.6 Turbo
Kia Carens EXMT,2016,260000000.0,Lắp ráp trong nước,Crossover,110000,Xăng,Số tay,https://bonbanh.com/xe-kia-carens-exmt-2016-5615196,Kia,Carens EXMT
Lexus GX 460,2015,2399000000.0,Nhập khẩu,SUV,67000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-gx-460-2015-5630012,Lexus,GX 460
Toyota Fortuner 2.7V 4x2 AT,2014,448000000.0,Lắp ráp trong nước,SUV,110000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2014-5611544,Toyota,Fortuner 2.7V 4x2 AT
Peugeot 5008 Allure 1.6 AT,2020,810000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-5008-allure-1.6-at-2020-5631630,Peugeot,5008 Allure 1.6 AT
Toyota Prado VX 2.7L,2020,2230000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2020-5374834,Toyota,Prado VX 2.7L
Hyundai i10 1.2 AT,2021,395000000.0,Lắp ráp trong nước,Sedan,13000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-i10-1.2-at-2021-5576371,Hyundai,i10 1.2 AT
Toyota Veloz Cross 1.5 CVT,2022,598000000.0,Nhập khẩu,SUV,9900,Xăng,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5639368,Toyota,Veloz Cross 1.5 CVT
Mitsubishi Xpander 1.5 AT,2020,518000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5618582,Mitsubishi,Xpander 1.5 AT
Mazda 2 1.5 AT,2023,429000000.0,Nhập khẩu,Sedan,9000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-2-1.5-at-2023-5605381,Mazda,2 1.5 AT
Lexus RX 300,2021,2850000000.0,Nhập khẩu,SUV,10000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-4462434,Lexus,RX 300
BMW 2 Series 218i Gran Tourer,2016,635000000.0,Nhập khẩu,Crossover,77000,Xăng,Số tự động,https://bonbanh.com/xe-bmw-2_series-218i-gran-tourer-2016-5597864,BMW,2 Series 218i Gran Tourer
Mazda 3 1.5 AT,2018,460000000.0,Lắp ráp trong nước,Sedan,53000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2018-5639373,Mazda,3 1.5 AT
Toyota Camry 2.5Q,2017,690000000.0,Lắp ráp trong nước,Sedan,58000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2017-5580372,Toyota,Camry 2.5Q
Hyundai Tucson 1.6 AT Turbo Đặc biệt,2021,788000000.0,Lắp ráp trong nước,Crossover,50000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5608013,Hyundai,Tucson 1.6 AT Turbo Đặc biệt
Mazda CX3 Deluxe 1.5 AT,2022,548000000.0,Nhập khẩu,Crossover,50000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx3-deluxe-1.5-at-2022-5606812,Mazda,CX3 Deluxe 1.5 AT
Mercedes Benz E class E300 AMG,2019,1630000000.0,Lắp ráp trong nước,Sedan,25000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2019-5285078,Mercedes,Benz E class E300 AMG
Mini Cooper S 3 Door,2022,1790000000.0,Nhập khẩu,Hatchback,7000,Xăng,Số tự động,https://bonbanh.com/xe-mini-cooper-s-3-door-2022-5639322,Mini,Cooper S 3 Door
Mazda CX5 2.0 AT,2014,435000000.0,Lắp ráp trong nước,SUV,118000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-at-2014-5631076,Mazda,CX5 2.0 AT
Mercedes Benz S class S450L Luxury,2019,2480000000.0,Lắp ráp trong nước,Sedan,50000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-5516792,Mercedes,Benz S class S450L Luxury
Mercedes Benz GLA class GLA 250 4Matic,2016,785000000.0,Nhập khẩu,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-250-4matic-2016-5603855,Mercedes,Benz GLA class GLA 250 4Matic
Jeep Wrangler Sport 2.0 4x4 AT,2020,2590000000.0,Nhập khẩu,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-jeep-wrangler-sport-2.0-4x4-at-2020-5465936,Jeep,Wrangler Sport 2.0 4x4 AT
Ford Ranger Wildtrak 2.2L 4x2 AT,2014,365000000.0,Nhập khẩu,Pickup,148000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.2l-4x2-at-2014-5629724,Ford,Ranger Wildtrak 2.2L 4x2 AT
Suzuki Super Carry Van Blind Van,2009,85000000.0,Lắp ráp trong nước,Van/Minivan,256876,Xăng,Số tay,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2009-5611874,Suzuki,Super Carry Van Blind Van
Honda Civic 1.8 AT,2014,375000000.0,Lắp ráp trong nước,Sedan,100000,Xăng,Số tự động,https://bonbanh.com/xe-honda-civic-1.8-at-2014-5619811,Honda,Civic 1.8 AT
Toyota Innova 2.0E,2015,342000000.0,Lắp ráp trong nước,Crossover,160000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2015-5622646,Toyota,Innova 2.0E
Toyota Fortuner 2.7V 4x2 AT,2015,488000000.0,Lắp ráp trong nước,SUV,72000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2015-5523604,Toyota,Fortuner 2.7V 4x2 AT
Toyota Innova V,2010,318000000.0,Lắp ráp trong nước,Crossover,104000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-innova-v-2010-5572773,Toyota,Innova V
Mitsubishi Xpander 1.5 AT,2018,489000000.0,Nhập khẩu,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2018-5631987,Mitsubishi,Xpander 1.5 AT
Porsche Macan 2.0,2020,2679000000.0,Nhập khẩu,SUV,56000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2020-5630831,Porsche,Macan 2.0
Bentley Bentayga W12,2017,6800000000.0,Nhập khẩu,SUV,12000,Xăng,Số tự động,https://bonbanh.com/xe-bentley-bentayga-w12-2017-4661113,Bentley,Other
Hyundai SantaFe 2.4L 4WD,2018,725000000.0,Lắp ráp trong nước,SUV,68000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-5618565,Hyundai,SantaFe 2.4L 4WD
Mazda 3 1.5L Luxury,2023,635000000.0,Lắp ráp trong nước,Sedan,50000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-5639331,Mazda,3 1.5L Luxury
Toyota Fortuner 2.4G 4x2 MT,2020,810000000.0,Lắp ráp trong nước,SUV,66000,Dầu,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-5632683,Toyota,Fortuner 2.4G 4x2 MT
Mercedes Benz GLC 200 4Matic,2021,1590000000.0,Lắp ráp trong nước,SUV,2000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-4016080,Mercedes,Benz GLC 200 4Matic
Hyundai Palisade Prestige 2.2 AT HTRAC,2023,1589000000.0,Lắp ráp trong nước,SUV,12000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-palisade-prestige-2.2-at-htrac-2023-5639337,Hyundai,Palisade Prestige 2.2 AT HTRAC
Mitsubishi Outlander Sport 2.0 CVT Premium,2015,455000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander_sport-2.0-cvt-premium-2015-5540256,Mitsubishi,Outlander Sport 2.0 CVT Premium
Toyota Corolla Cross 1.8V,2021,749000000.0,Nhập khẩu,SUV,26368,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5638025,Toyota,Corolla Cross 1.8V
BMW 3 Series 320i,2016,665000000.0,Nhập khẩu,Sedan,80000,Xăng,Số tự động,https://bonbanh.com/xe-bmw-3_series-320i-2016-5576113,BMW,3 Series 320i
Kia Carnival Signature 3.5G,2022,1450000000.0,Lắp ráp trong nước,Van/Minivan,29000,Xăng,Số tự động,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2022-5605585,Kia,Carnival Signature 3.5G
Toyota Fortuner 2.4G 4x2 MT,2021,855000000.0,Lắp ráp trong nước,SUV,65000,Dầu,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2021-5603378,Toyota,Fortuner 2.4G 4x2 MT
Mazda 3 1.5 AT,2015,375000000.0,Lắp ráp trong nước,Sedan,78000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2015-5616709,Mazda,3 1.5 AT
Kia Carnival Signature 2.2D,2022,1299000000.0,Lắp ráp trong nước,Van/Minivan,40000,Dầu,Số tự động,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5590999,Kia,Carnival Signature 2.2D
Peugeot 3008 GT,2022,905000000.0,Lắp ráp trong nước,Crossover,38000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-3008-gt-2022-5491059,Peugeot,3008 GT
Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,1110000000.0,Lắp ráp trong nước,SUV,23000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2022-5631358,Hyundai,SantaFe Cao cấp 2.5L HTRAC
Porsche Macan 2.0,2015,1580000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2015-5531226,Porsche,Macan 2.0
Hyundai Elantra 1.6 AT,2021,529000000.0,Lắp ráp trong nước,Sedan,16000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2021-5477936,Hyundai,Elantra 1.6 AT
Suzuki Super Carry Van Blind Van,2021,208000000.0,Lắp ráp trong nước,Van/Minivan,14000,Xăng,Số tay,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2021-5627017,Suzuki,Super Carry Van Blind Van
VinFast Lux A 2.0 2.0 AT,2021,580000000.0,Lắp ráp trong nước,Sedan,10000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5607308,VinFast,Lux A 2.0 2.0 AT
Mercedes Benz GLC 200 4Matic,2022,1950000000.0,Lắp ráp trong nước,SUV,2000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5531459,Mercedes,Benz GLC 200 4Matic
Kia Optima 2.0 AT,2015,465000000.0,Nhập khẩu,Sedan,61000,Xăng,Số tự động,https://bonbanh.com/xe-kia-optima-2.0-at-2015-5582731,Kia,Optima 2.0 AT
Hyundai SantaFe 2.4L 4WD,2015,565000000.0,Lắp ráp trong nước,SUV,79000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2015-5488797,Hyundai,SantaFe 2.4L 4WD
Mazda CX5 2.0 Premium,2020,735000000.0,Lắp ráp trong nước,SUV,57000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5606888,Mazda,CX5 2.0 Premium
Hyundai SantaFe 2.4L 4WD,2017,660000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2017-5605884,Hyundai,SantaFe 2.4L 4WD
Toyota Innova 2.0E,2020,560000000.0,Lắp ráp trong nước,Crossover,32000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2020-5372906,Toyota,Innova 2.0E
Toyota Innova 2.0E,2016,325000000.0,Lắp ráp trong nước,Crossover,79000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-4883479,Toyota,Innova 2.0E
Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,1099000000.0,Lắp ráp trong nước,SUV,22000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2022-5639340,Hyundai,SantaFe Cao cấp 2.5L HTRAC
Ford Everest Titanium 2.0L 4x2 AT,2021,960000000.0,Nhập khẩu,SUV,40000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5631672,Ford,Everest Titanium 2.0L 4x2 AT
Mercedes Benz GLC 300 4Matic,2021,1930000000.0,Lắp ráp trong nước,SUV,8000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5216440,Mercedes,Benz GLC 300 4Matic
Toyota Innova 2.0E,2016,318000000.0,Lắp ráp trong nước,Crossover,62737,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-4738088,Toyota,Innova 2.0E
Toyota Innova 2.0E,2016,326000000.0,Lắp ráp trong nước,Crossover,69726,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-4858729,Toyota,Innova 2.0E
Daewoo Lacetti SE,2010,155000000.0,Nhập khẩu,Sedan,140000,Xăng,Số tay,https://bonbanh.com/xe-daewoo-lacetti-se-2010-5629605,Daewoo,Lacetti SE
VinFast Fadil 1.4 AT,2021,314000000.0,Lắp ráp trong nước,Hatchback,40000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5584656,VinFast,Fadil 1.4 AT
VinFast Fadil 1.4 AT,2021,325000000.0,Lắp ráp trong nước,Hatchback,34000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5624095,VinFast,Fadil 1.4 AT
Mercedes Benz GLC 300 4Matic,2020,1680000000.0,Lắp ráp trong nước,SUV,72000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5533325,Mercedes,Benz GLC 300 4Matic
Lexus NX 200t,2014,1120000000.0,Nhập khẩu,SUV,82000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-nx-200t-2014-5639352,Lexus,NX 200t
Mazda CX5 Luxury 2.0 AT,2022,758000000.0,Lắp ráp trong nước,SUV,28000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2022-5629928,Mazda,CX5 Luxury 2.0 AT
Kia Carnival Signature 2.2D,2022,1380000000.0,Lắp ráp trong nước,Van/Minivan,40000,Dầu,Số tự động,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5513770,Kia,Carnival Signature 2.2D
Toyota Corolla Cross 1.8G,2020,668000000.0,Nhập khẩu,SUV,24800,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2020-5623614,Toyota,Corolla Cross 1.8G
Mercedes Benz GLC 250 4Matic,2017,945000000.0,Lắp ráp trong nước,SUV,88000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-5514064,Mercedes,Benz GLC 250 4Matic
Honda CRV G,2019,699000000.0,Nhập khẩu,SUV,140000,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-g-2019-5612120,Honda,CRV G
Hyundai Tucson 2.0 AT Đặc biệt,2021,765000000.0,Lắp ráp trong nước,Crossover,45000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5598321,Hyundai,Tucson 2.0 AT Đặc biệt
Toyota Corolla altis 2.0V,2014,465000000.0,Lắp ráp trong nước,Sedan,150000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2014-5614753,Toyota,Corolla altis 2.0V
Mazda CX5 2.0 Luxury,2019,655000000.0,Lắp ráp trong nước,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-luxury-2019-5630838,Mazda,CX5 2.0 Luxury
Hyundai i10 1.2 AT Tiêu Chuẩn,2022,389000000.0,Lắp ráp trong nước,Sedan,15000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-i10-1.2-at-tieu-chuan-2022-5584399,Hyundai,i10 1.2 AT Tiêu Chuẩn
Hyundai Accent 1.4 AT,2022,460000000.0,Lắp ráp trong nước,Sedan,20000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2022-5566746,Hyundai,Accent 1.4 AT
Toyota Veloz Cross Top 1.5 CVT,2023,660000000.0,Lắp ráp trong nước,SUV,6000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-5555283,Toyota,Veloz Cross Top 1.5 CVT
Hyundai Accent 1.4 AT,2023,475000000.0,Lắp ráp trong nước,Sedan,20000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2023-5614130,Hyundai,Accent 1.4 AT
BMW 3 Series 320i,2016,645000000.0,Nhập khẩu,Sedan,50000,Xăng,Số tự động,https://bonbanh.com/xe-bmw-3_series-320i-2016-5595818,BMW,3 Series 320i
Lexus RX 350 AWD,2014,1260000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-awd-2014-5613404,Lexus,RX 350 AWD
Toyota Corolla Cross 1.8V,2021,755000000.0,Nhập khẩu,SUV,47000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5627839,Toyota,Corolla Cross 1.8V
Hyundai SantaFe 2.4L 4WD,2018,740000000.0,Lắp ráp trong nước,SUV,84000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-5561361,Hyundai,SantaFe 2.4L 4WD
Mercedes Benz E class E300 AMG,2022,2679000000.0,Lắp ráp trong nước,Sedan,4000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-5599800,Mercedes,Benz E class E300 AMG
Ford Ranger XLS 2.2L 4x2 AT,2022,598000000.0,Lắp ráp trong nước,Pickup,36000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2022-5632836,Ford,Ranger XLS 2.2L 4x2 AT
Mazda CX5 2.5 AT 2WD,2018,660000000.0,Lắp ráp trong nước,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5605734,Mazda,CX5 2.5 AT 2WD
Mercedes Benz G class G63 AMG,2019,8479000000.0,Nhập khẩu,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2019-5523833,Mercedes,Benz G class G63 AMG
Mazda 3 2.0L Sport Signature Premium,2021,646000000.0,Lắp ráp trong nước,Hatchback,51000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-2.0l-sport-signature-premium-2021-5634687,Mazda,3 2.0L Sport Signature Premium
Lexus GS 350,2008,550000000.0,Nhập khẩu,Sedan,68000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-gs-350-2008-5534690,Lexus,GS 350
Kia Carnival Signature 2.2D,2022,1329000000.0,Lắp ráp trong nước,Van/Minivan,30000,Dầu,Số tự động,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-5639364,Kia,Carnival Signature 2.2D
Kia K3 Premium 1.6 AT,2021,579000000.0,Lắp ráp trong nước,Sedan,30000,Xăng,Số tự động,https://bonbanh.com/xe-kia-k3-premium-1.6-at-2021-5619882,Kia,K3 Premium 1.6 AT
Ford Ranger Wildtrak 2.0L 4x2 AT,2019,575000000.0,Nhập khẩu,Pickup,78000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x2-at-2019-5613231,Ford,Ranger Wildtrak 2.0L 4x2 AT
Mazda CX5 Premium 2.0 AT,2021,775000000.0,Lắp ráp trong nước,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-5586892,Mazda,CX5 Premium 2.0 AT
Mitsubishi Pajero Sport D 4x2 AT,2013,435000000.0,Lắp ráp trong nước,SUV,15000,Dầu,Số tự động,https://bonbanh.com/xe-mitsubishi-pajero-sport-d-4x2-at-2013-5315772,Mitsubishi,Other
BMW 3 Series 328i GT,2014,700000000.0,Nhập khẩu,Sedan,73000,Xăng,Số tự động,https://bonbanh.com/xe-bmw-3_series-328i-gt-2014-5463245,BMW,Other
Toyota Corolla altis 1.8G AT,2015,460000000.0,Lắp ráp trong nước,Sedan,80000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2015-5498579,Toyota,Corolla altis 1.8G AT
Mazda CX5 2.5 AT AWD,2019,680000000.0,Lắp ráp trong nước,SUV,40000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-awd-2019-5594763,Mazda,CX5 2.5 AT AWD
Mazda CX5 2.5 AT,2016,525000000.0,Lắp ráp trong nước,SUV,77151,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2016-5524737,Mazda,CX5 2.5 AT
Lexus RX 450h,2021,3980000000.0,Nhập khẩu,SUV,18000,Hybrid,Số tự động,https://bonbanh.com/xe-lexus-rx-450h-2021-5515020,Lexus,RX 450h
Ford Everest 2.5L 4x2 AT,2013,390000000.0,Lắp ráp trong nước,SUV,133000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2013-5627828,Ford,Everest 2.5L 4x2 AT
Toyota Yaris 1.3 AT,2008,220000000.0,Nhập khẩu,Hatchback,130000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.3-at-2008-5590506,Toyota,Yaris 1.3 AT
Honda CRV 2.0 AT,2016,565000000.0,Lắp ráp trong nước,SUV,105000,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-2.0-at-2016-5570092,Honda,CRV 2.0 AT
Mercedes Benz E class E200 Edition,2015,726000000.0,Lắp ráp trong nước,Sedan,65000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-edition-2015-5371189,Mercedes,Other
Kia Cerato 1.6 AT,2010,275000000.0,Nhập khẩu,Sedan,140000,Xăng,Số tự động,https://bonbanh.com/xe-kia-cerato-1.6-at-2010-5625458,Kia,Cerato 1.6 AT
Toyota Corolla altis 1.8G AT,2020,610000000.0,Lắp ráp trong nước,Sedan,13000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2020-5627280,Toyota,Corolla altis 1.8G AT
Toyota Corolla altis 1.8G AT,2018,545000000.0,Lắp ráp trong nước,Sedan,60000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2018-5533846,Toyota,Corolla altis 1.8G AT
Toyota Land Cruiser VX 4.6 V8,2014,2150000000.0,Nhập khẩu,SUV,99000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2014-5618918,Toyota,Land Cruiser VX 4.6 V8
Mercedes Benz E class E300 AMG,2021,2180000000.0,Lắp ráp trong nước,Sedan,17000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5575399,Mercedes,Benz E class E300 AMG
Daewoo GentraX SX 1.2 AT,2010,175000000.0,Nhập khẩu,Hatchback,10000,Xăng,Số tự động,https://bonbanh.com/xe-daewoo-gentrax-sx-1.2-at-2010-5593416,Daewoo,Other
Mercedes Benz C class C200,2016,645000000.0,Lắp ráp trong nước,Sedan,80000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2016-5575170,Mercedes,Benz C class C200
Hyundai Equus Vs 500,2013,1250000000.0,Nhập khẩu,Sedan,11000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-equus-vs-500-2013-4846408,Hyundai,Other
Mercedes Benz GLC 200,2020,1299000000.0,Lắp ráp trong nước,SUV,20000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2020-4590743,Mercedes,Benz GLC 200
Toyota Innova 2.0E,2015,339000000.0,Lắp ráp trong nước,Crossover,140000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2015-5514750,Toyota,Innova 2.0E
VinFast Fadil 1.4 AT,2021,310000000.0,Lắp ráp trong nước,Hatchback,29000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5633758,VinFast,Fadil 1.4 AT
